0.00000000000000000000e+000 0.00000000000000000000e+000 0.00000000000000000000e+000
0.00000000000000000000e+000 0.00000000000000000000e+000 0.00000000000000000000e+000
4.00346020896570120000e+000 2.93535341489173170000e+000 -1.01823036459251550000e-001
-4.56375169903592940000e-003 6.44727466662812010000e-003 7.54702564637761000000e-005
6.40855603128935410000e+000 6.56804275561591400000e+000 -3.69127311244821620000e-001
-4.29054101026623420000e-003 3.89199089966317090000e-003 1.02609853740660330000e-004
1.44305204666593700000e+001 -1.37356486419603790000e+001 -2.38124492916186040000e-001
2.67840311145218230000e-003 2.67244495961147310000e-003 -2.47320515112869480000e-005
1.68107667403987940000e+001 -2.49926585642138260000e+001 1.27276839986994020000e-001
2.57921691340306200000e-003 1.77635256008304890000e-003 -9.61989711252210540000e-005
-1.68524652088357930000e-001 9.68783304279260850000e-001 -4.12766661302557130000e-006
-1.72339458212741220000e-002 -3.00766031340965210000e-003 3.56987628910784130000e-008
-1.40728077343226180000e-001 -4.43900959098920080000e-001 -2.33455621465622070000e-002
2.11688713470858660000e-002 -7.09797516269461330000e-003 -2.52283161014237730000e-003
-7.18630216502219700000e-001 -2.25038025771184810000e-002 4.11718466934516970000e-002
5.13532798297317710000e-004 -2.03061416246595880000e-002 -3.07174392454511440000e-004
1.39036106614847290000e+000 -2.10097181618808530000e-002 -3.46180168046087210000e-002
7.47927089309933370000e-004 1.51862986803224100000e-002 2.99753100586997000000e-004
